Team,G,Date,Opp,W/L,Pts Scored,Pts Allowed,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,eFG%-opp,TOV%-opp,DRB%,FT/FGA-opp
SAS,41,2019-01-07,DET,W,119,107,130.50,117.40,91.20,0.41,0.25,0.64,50.70,55.80,5.50,9.40,0.59,8.80,24.30,0.33,0.55,9.80,76.30,0.17
DET,1,2018-10-17,BRK,W,103,100,103.00,100.00,100.00,0.24,0.26,0.51,54.10,53.80,5.00,9.10,0.46,12.10,29.20,0.21,0.52,15.60,86.50,0.18
DET,2,2018-10-20,CHI,W,118,116,118.10,116.10,99.90,0.23,0.40,0.53,54.40,51.20,4.00,6.10,0.49,7.50,33.30,0.18,0.55,10.10,86.10,0.24
DET,3,2018-10-23,PHI,W,133,132,119.30,118.40,101.00,0.25,0.31,0.56,48.90,43.10,3.60,7.30,0.53,6.30,23.10,0.18,0.57,9.10,81.00,0.20
DET,4,2018-10-25,CLE,W,110,103,115.30,108.00,95.40,0.37,0.36,0.61,61.50,51.20,4.20,7.70,0.60,18.10,36.10,0.22,0.51,8.60,83.30,0.15
DET,5,2018-10-27,BOS,L,89,109,88.20,108.00,100.90,0.23,0.42,0.46,46.50,48.50,4.00,5.80,0.41,10.10,11.50,0.18,0.54,11.80,83.70,0.20
DET,6,2018-10-30,BOS,L,105,108,102.00,105.00,102.90,0.31,0.34,0.53,52.10,45.90,5.80,5.70,0.47,14.50,22.40,0.26,0.49,12.50,83.00,0.30
DET,7,2018-10-31,BRK,L,119,120,108.80,109.70,99.10,0.42,0.37,0.54,50.00,41.00,7.30,9.50,0.48,12.70,27.50,0.32,0.48,12.30,69.50,0.22
DET,8,2018-11-03,PHI,L,99,109,93.50,102.90,105.90,0.49,0.36,0.49,49.40,48.50,7.60,7.50,0.43,14.40,14.30,0.34,0.47,15.70,92.50,0.64
DET,9,2018-11-05,MIA,L,115,120,100.30,104.70,103.80,0.27,0.33,0.49,54.50,62.80,7.00,4.50,0.46,13.90,33.90,0.17,0.51,13.20,81.30,0.20
DET,10,2018-11-07,ORL,W,103,96,100.50,93.70,102.40,0.22,0.41,0.52,55.60,56.80,12.70,1.70,0.47,16.10,27.70,0.20,0.51,18.00,86.00,0.08
DET,11,2018-11-09,ATL,W,124,109,120.50,105.90,102.90,0.20,0.48,0.59,45.40,65.20,9.70,11.80,0.58,8.70,18.50,0.12,0.50,14.20,79.10,0.38
DET,12,2018-11-11,CHO,L,103,113,106.70,117.10,96.50,0.18,0.42,0.46,52.60,55.30,5.20,7.00,0.42,8.20,35.50,0.14,0.57,11.40,82.90,0.19
DET,13,2018-11-14,TOR,W,106,104,100.80,98.90,105.10,0.14,0.36,0.55,44.30,54.50,7.60,6.90,0.54,14.90,15.90,0.09,0.51,16.70,72.70,0.11
DET,14,2018-11-19,CLE,W,113,102,125.70,113.40,89.90,0.21,0.43,0.58,58.10,63.40,5.60,6.90,0.53,9.30,34.20,0.20,0.49,8.70,77.10,0.30
DET,15,2018-11-21,HOU,L,124,126,127.10,129.10,97.60,0.43,0.40,0.61,50.70,50.00,8.20,2.60,0.56,13.60,32.60,0.33,0.65,14.60,81.50,0.46
DET,16,2018-11-23,HOU,W,116,111,116.00,111.00,90.50,0.46,0.31,0.55,52.70,45.00,11.00,8.10,0.49,11.00,34.10,0.33,0.47,11.50,67.30,0.19
DET,17,2018-11-25,PHO,W,118,107,120.60,109.40,97.80,0.27,0.44,0.57,49.40,69.80,9.20,0.00,0.55,10.30,28.90,0.17,0.56,15.70,73.70,0.18
DET,18,2018-11-27,NYK,W,115,108,111.40,104.60,103.20,0.56,0.30,0.58,49.00,52.60,4.80,10.90,0.52,11.50,15.90,0.40,0.45,11.00,75.90,0.30
DET,19,2018-11-30,CHI,W,107,88,110.00,90.40,97.30,0.17,0.37,0.54,56.50,58.50,5.10,7.70,0.52,11.60,28.30,0.13,0.45,14.00,84.80,0.13
DET,20,2018-12-01,GSW,W,111,102,111.90,102.90,99.20,0.20,0.36,0.52,51.60,51.20,8.10,3.40,0.50,9.30,28.00,0.13,0.49,12.90,80.50,0.21
DET,21,2018-12-03,OKC,L,83,110,79.60,105.50,104.20,0.20,0.34,0.41,44.10,51.60,9.60,5.00,0.36,12.80,16.40,0.16,0.55,15.30,84.20,0.20
DET,22,2018-12-05,MIL,L,92,115,86.40,108.00,106.50,0.20,0.40,0.45,52.60,54.30,5.60,2.40,0.42,16.20,22.20,0.14,0.55,13.60,90.70,0.30
DET,23,2018-12-07,PHI,L,111,117,111.10,117.10,99.90,0.42,0.32,0.53,55.10,59.50,10.00,5.20,0.46,13.20,37.80,0.34,0.54,13.90,72.70,0.22
DET,24,2018-12-09,NOP,L,108,116,109.30,117.40,98.80,0.24,0.30,0.50,50.00,65.10,8.10,10.20,0.48,8.40,30.40,0.13,0.61,16.80,78.90,0.25
DET,25,2018-12-10,PHI,L,102,116,104.40,118.80,97.70,0.25,0.25,0.55,48.90,56.10,5.10,9.80,0.54,13.90,23.80,0.13,0.53,11.20,69.20,0.26
DET,26,2018-12-12,CHO,L,107,108,108.40,109.40,98.70,0.24,0.40,0.56,53.80,57.50,4.10,17.50,0.54,12.80,21.70,0.16,0.47,6.50,86.70,0.34
DET,27,2018-12-15,BOS,W,113,104,110.40,101.60,102.30,0.44,0.38,0.59,52.20,64.10,9.80,11.50,0.55,15.90,23.80,0.31,0.46,11.90,76.00,0.18
DET,28,2018-12-17,MIL,L,104,107,106.30,109.40,97.80,0.17,0.40,0.55,54.90,64.10,3.10,3.20,0.52,14.50,23.80,0.14,0.55,9.60,87.50,0.11
DET,29,2018-12-19,MIN,W,129,123,119.30,113.70,98.00,0.30,0.51,0.61,47.30,56.50,2.80,2.90,0.60,10.90,17.40,0.18,0.48,5.70,76.60,0.23
DET,30,2018-12-21,CHO,L,86,98,95.50,108.90,90.00,0.27,0.41,0.47,48.80,65.60,8.90,9.80,0.44,13.20,27.30,0.17,0.52,15.50,72.50,0.27
DET,31,2018-12-23,ATL,L,95,98,93.40,96.30,101.80,0.33,0.35,0.50,43.20,61.80,5.90,13.20,0.47,14.40,11.40,0.20,0.43,13.60,70.60,0.22
DET,32,2018-12-26,WAS,W,106,95,109.50,98.10,96.80,0.24,0.46,0.60,59.70,67.60,8.30,8.00,0.55,20.70,30.60,0.23,0.51,15.30,85.40,0.12
DET,33,2018-12-28,IND,L,88,125,88.10,125.20,99.90,0.13,0.40,0.46,50.60,73.50,7.00,8.80,0.42,18.60,30.80,0.12,0.64,11.90,80.00,0.16
DET,34,2018-12-30,ORL,L,107,109,111.70,113.80,95.80,0.25,0.34,0.52,53.10,53.80,6.30,3.30,0.47,9.70,32.10,0.23,0.51,12.00,79.10,0.26
DET,35,2019-01-01,MIL,L,98,121,100.30,123.90,97.70,0.23,0.36,0.48,50.00,65.70,7.20,3.80,0.45,12.10,26.90,0.17,0.66,12.60,85.30,0.21
DET,36,2019-01-02,MEM,W,101,94,112.40,104.60,89.80,0.27,0.48,0.55,48.80,63.90,7.80,5.00,0.53,7.00,16.30,0.16,0.49,11.20,81.40,0.23
DET,37,2019-01-05,UTA,L,105,110,103.90,108.90,101.00,0.24,0.30,0.58,51.20,46.20,6.90,3.30,0.54,16.50,12.50,0.20,0.52,11.10,84.80,0.30
DET,38,2019-01-07,SAS,L,107,119,117.40,130.50,91.20,0.20,0.38,0.58,49.30,52.40,5.50,3.40,0.55,9.80,23.70,0.17,0.59,8.80,75.70,0.33
SAC,1,2018-10-17,UTA,L,117,123,110.70,116.40,105.70,0.19,0.20,0.57,45.70,34.70,7.60,5.80,0.55,8.00,11.40,0.13,0.60,15.10,86.50,0.35
SAC,2,2018-10-19,NOP,L,129,149,115.90,133.90,111.30,0.27,0.26,0.60,42.90,48.00,5.40,3.10,0.57,10.80,18.40,0.20,0.67,12.70,71.40,0.22
SAC,3,2018-10-21,OKC,W,131,120,119.10,109.10,110.00,0.31,0.24,0.63,47.40,56.00,10.00,10.80,0.60,14.10,26.70,0.23,0.49,13.30,65.40,0.18
SAC,4,2018-10-23,DEN,L,112,126,111.60,125.60,100.30,0.23,0.36,0.59,44.30,64.40,7.00,8.70,0.60,14.40,20.90,0.10,0.57,10.20,66.70,0.13
SAC,5,2018-10-24,MEM,W,97,92,99.70,94.50,97.30,0.40,0.22,0.50,53.80,54.30,7.20,8.80,0.46,12.60,29.40,0.25,0.44,13.10,76.40,0.11
SAC,6,2018-10-26,WAS,W,116,112,106.50,102.80,108.90,0.24,0.39,0.55,55.80,56.80,7.30,9.10,0.54,14.60,27.50,0.15,0.55,17.90,88.60,0.21
SAC,7,2018-10-29,MIA,W,123,113,113.00,103.80,108.90,0.26,0.27,0.57,46.90,58.30,7.30,15.10,0.56,10.00,18.80,0.15,0.48,14.40,74.00,0.26
SAC,8,2018-10-30,ORL,W,107,99,104.40,96.60,102.50,0.31,0.26,0.56,51.50,53.70,7.80,12.50,0.54,13.60,17.80,0.20,0.46,13.70,79.60,0.18
SAC,9,2018-11-01,ATL,W,146,115,129.40,101.90,112.90,0.33,0.36,0.65,51.70,71.70,12.40,5.40,0.61,11.10,23.30,0.27,0.53,17.70,78.30,0.26
SAC,10,2018-11-04,MIL,L,109,144,99.50,131.40,109.60,0.23,0.38,0.52,44.00,57.10,5.50,10.30,0.52,12.50,14.80,0.12,0.60,9.90,78.30,0.32
SAC,11,2018-11-07,TOR,L,105,114,102.70,111.50,102.20,0.20,0.26,0.55,36.90,64.30,9.80,9.40,0.52,13.50,13.00,0.15,0.52,16.80,65.80,0.24
SAC,12,2018-11-09,MIN,W,121,110,114.50,104.10,105.70,0.30,0.34,0.56,48.50,58.10,6.60,8.70,0.52,10.00,24.50,0.24,0.45,13.60,71.20,0.27
SAC,13,2018-11-10,LAL,L,86,101,84.30,99.00,102.00,0.22,0.27,0.43,45.90,34.40,6.90,8.20,0.38,15.90,23.60,0.17,0.47,11.60,68.50,0.07
SAC,14,2018-11-12,SAS,W,104,99,107.60,102.40,96.70,0.14,0.28,0.57,51.10,62.80,12.40,5.40,0.56,11.60,17.10,0.08,0.49,13.80,80.90,0.15
SAC,15,2018-11-16,MEM,L,104,112,104.90,113.00,99.10,0.30,0.41,0.57,51.20,62.20,9.10,3.30,0.54,18.80,22.50,0.23,0.57,12.00,78.60,0.18
SAC,16,2018-11-17,HOU,L,112,132,106.60,125.60,105.10,0.12,0.34,0.52,48.80,50.00,9.50,8.80,0.51,11.50,27.10,0.09,0.69,19.40,81.30,0.25
SAC,17,2018-11-19,OKC,W,117,113,106.20,102.60,110.10,0.17,0.37,0.53,52.70,64.40,6.40,6.00,0.52,12.10,25.90,0.11,0.47,10.20,77.60,0.10
SAC,18,2018-11-21,UTA,W,119,110,120.80,111.60,98.50,0.21,0.28,0.61,51.10,57.40,5.10,8.20,0.59,10.20,19.00,0.16,0.50,9.00,76.90,0.25
SAC,19,2018-11-24,GSW,L,116,117,114.20,115.20,101.60,0.30,0.29,0.53,46.50,66.70,5.90,7.40,0.49,6.80,23.60,0.22,0.52,12.20,73.90,0.28
SAC,20,2018-11-25,UTA,L,112,133,103.90,123.40,107.80,0.36,0.27,0.57,42.40,50.00,9.30,11.30,0.52,14.70,16.30,0.27,0.59,14.50,69.00,0.27
SAC,21,2018-11-29,LAC,L,121,133,120.70,132.70,100.20,0.27,0.25,0.56,55.80,56.50,4.00,3.20,0.52,9.30,34.80,0.23,0.62,8.10,80.00,0.23
SAC,22,2018-12-01,IND,W,111,110,104.10,103.20,106.60,0.26,0.32,0.55,52.30,61.00,9.40,5.20,0.52,16.50,28.00,0.18,0.58,21.80,84.20,0.17
SAC,23,2018-12-04,PHO,W,122,105,120.90,104.10,100.90,0.38,0.29,0.62,49.40,60.00,12.90,6.80,0.60,11.70,23.10,0.25,0.51,17.90,71.70,0.20
SAC,24,2018-12-07,CLE,W,129,110,133.20,113.60,96.80,0.07,0.30,0.64,50.00,55.40,6.20,9.10,0.64,8.20,26.30,0.04,0.59,15.20,78.10,0.17
SAC,25,2018-12-08,IND,L,97,107,100.50,110.90,96.50,0.17,0.36,0.50,45.30,63.20,9.30,12.90,0.47,11.90,24.50,0.13,0.48,12.90,67.40,0.21
SAC,26,2018-12-10,CHI,W,108,89,109.00,89.80,99.10,0.17,0.42,0.57,51.20,70.00,16.10,8.30,0.55,14.50,23.30,0.14,0.50,24.80,82.10,0.17
SAC,27,2018-12-12,MIN,W,141,130,140.60,129.70,100.30,0.37,0.44,0.70,49.40,68.00,3.00,8.50,0.69,9.10,25.00,0.26,0.59,9.50,70.70,0.23
SAC,28,2018-12-14,GSW,L,125,130,111.90,116.40,111.70,0.26,0.46,0.58,41.20,73.30,5.40,5.40,0.55,10.80,13.50,0.21,0.54,13.90,70.00,0.28
SAC,29,2018-12-16,DAL,W,120,113,116.20,109.40,103.30,0.21,0.32,0.56,47.00,43.50,5.80,11.50,0.52,7.70,22.90,0.19,0.46,11.30,69.20,0.25
SAC,30,2018-12-17,MIN,L,105,132,98.20,123.50,106.90,0.26,0.42,0.52,39.60,52.60,4.70,5.80,0.50,13.00,11.30,0.17,0.55,9.20,74.40,0.27
SAC,31,2018-12-19,OKC,L,113,132,102.80,120.10,109.90,0.35,0.37,0.53,39.40,71.80,6.40,7.10,0.49,10.80,17.20,0.24,0.56,13.00,64.70,0.17
SAC,32,2018-12-21,MEM,W,102,99,109.60,106.30,93.10,0.33,0.47,0.51,48.80,75.80,10.70,10.40,0.46,8.20,25.00,0.24,0.56,17.60,78.90,0.11
SAC,33,2018-12-23,NOP,W,122,117,114.20,109.50,106.90,0.33,0.31,0.53,46.30,61.90,8.40,5.90,0.49,7.30,20.70,0.24,0.50,10.10,76.00,0.24
SAC,34,2018-12-26,LAC,L,118,127,112.60,121.20,104.80,0.14,0.29,0.53,46.20,53.10,7.60,14.70,0.52,10.50,25.00,0.10,0.56,10.20,68.90,0.20
SAC,35,2018-12-27,LAL,W,117,116,111.70,110.80,104.70,0.21,0.29,0.53,51.10,55.60,9.60,7.90,0.49,11.30,30.20,0.17,0.57,14.80,78.00,0.18
SAC,36,2018-12-30,LAL,L,114,121,109.00,115.70,104.60,0.13,0.36,0.57,47.40,52.20,7.70,9.30,0.55,11.50,19.10,0.10,0.56,11.60,75.00,0.12
SAC,37,2019-01-01,POR,L,108,113,96.50,100.90,101.40,0.10,0.29,0.45,48.60,54.50,11.60,6.90,0.43,9.80,23.30,0.08,0.48,14.90,79.60,0.29
SAC,38,2019-01-03,DEN,L,113,117,117.70,121.90,96.00,0.17,0.34,0.58,37.90,55.60,5.20,6.00,0.57,7.60,15.60,0.11,0.54,12.00,61.90,0.24
SAC,39,2019-01-05,GSW,L,123,127,128.00,132.20,96.10,0.14,0.37,0.60,47.80,73.90,12.50,0.00,0.58,7.20,28.60,0.11,0.62,11.60,70.70,0.13
SAC,40,2019-01-07,ORL,W,111,95,105.20,90.00,105.50,0.21,0.35,0.53,55.30,53.30,10.40,8.00,0.52,7.80,18.00,0.11,0.44,14.10,90.60,0.21
SAC,41,2019-01-08,PHO,L,111,115,107.10,110.90,103.70,0.36,0.36,0.60,53.80,68.40,10.60,7.90,0.57,21.20,30.00,0.25,0.57,16.50,77.50,0.17
POR,1,2018-10-18,LAL,W,128,119,115.10,107.00,111.30,0.29,0.37,0.57,54.00,47.70,8.10,15.90,0.51,12.40,26.90,0.27,0.52,12.40,83.30,0.24
POR,2,2018-10-20,SAS,W,121,108,129.10,115.20,93.80,0.23,0.38,0.66,53.50,53.30,5.30,4.30,0.62,11.50,24.20,0.19,0.48,5.30,71.70,0.11
POR,3,2018-10-22,WAS,L,124,125,104.60,105.40,107.40,0.29,0.36,0.51,56.50,51.20,5.10,5.50,0.45,13.50,28.80,0.25,0.49,7.60,81.50,0.16
POR,4,2018-10-25,ORL,W,128,114,133.70,119.10,95.70,0.30,0.31,0.65,52.40,50.00,6.30,10.70,0.61,9.20,29.30,0.24,0.57,12.90,74.40,0.19
POR,5,2018-10-27,MIA,L,111,120,111.20,120.20,99.90,0.32,0.38,0.55,42.90,37.80,7.00,14.00,0.49,8.20,16.70,0.28,0.54,10.00,68.00,0.18
POR,6,2018-10-29,IND,W,103,93,108.10,97.60,95.30,0.23,0.33,0.60,58.80,50.00,3.10,4.20,0.55,17.30,24.30,0.22,0.44,7.50,85.40,0.14
POR,7,2018-10-30,HOU,W,104,85,108.40,88.60,96.00,0.29,0.25,0.58,51.00,44.70,4.20,7.50,0.53,15.90,19.40,0.25,0.38,9.40,68.80,0.14
POR,8,2018-11-01,NOP,W,132,119,126.30,113.90,104.50,0.36,0.40,0.66,51.10,59.10,3.80,6.20,0.61,12.20,21.10,0.30,0.47,9.80,73.10,0.33
POR,9,2018-11-03,LAL,L,110,114,102.00,105.80,107.80,0.21,0.34,0.48,50.00,45.50,9.30,7.70,0.45,11.00,28.10,0.15,0.57,17.10,79.10,0.19
POR,10,2018-11-04,MIN,W,111,81,115.60,84.40,96.00,0.37,0.33,0.56,63.50,39.50,7.30,1.60,0.48,13.80,40.50,0.33,0.35,9.70,79.00,0.17
POR,11,2018-11-06,MIL,W,118,103,126.10,110.00,93.60,0.09,0.47,0.62,54.80,47.90,7.50,6.00,0.62,11.30,26.80,0.06,0.52,10.30,76.90,0.08
POR,12,2018-11-08,LAC,W,116,105,120.50,109.00,96.30,0.29,0.27,0.53,56.40,45.00,4.20,12.10,0.46,5.20,29.20,0.27,0.51,6.70,84.80,0.17
POR,13,2018-11-11,BOS,W,100,94,105.00,98.70,95.20,0.12,0.42,0.55,56.70,56.40,4.20,3.90,0.54,18.90,32.60,0.09,0.46,11.00,78.40,0.09
POR,14,2018-11-14,LAL,L,117,126,112.70,121.40,103.80,0.25,0.35,0.57,49.50,58.50,7.70,16.40,0.52,12.00,22.90,0.23,0.55,11.10,76.60,0.25
POR,15,2018-11-16,MIN,L,96,112,96.30,112.30,99.70,0.23,0.33,0.50,52.70,43.20,6.00,1.60,0.47,15.70,24.40,0.16,0.56,11.00,80.40,0.09
POR,16,2018-11-18,WAS,W,119,109,113.30,103.80,105.00,0.41,0.35,0.59,54.70,66.70,3.80,4.70,0.52,12.90,20.90,0.35,0.52,9.50,82.70,0.10
POR,17,2018-11-20,NYK,W,118,114,122.90,118.70,96.00,0.18,0.37,0.58,50.60,55.60,8.30,7.40,0.56,9.70,30.40,0.13,0.58,13.90,74.40,0.20
POR,18,2018-11-21,MIL,L,100,143,90.00,128.70,111.10,0.30,0.44,0.47,40.40,38.20,7.20,9.50,0.41,13.90,17.90,0.25,0.60,10.80,69.80,0.13
POR,19,2018-11-23,GSW,L,97,125,97.20,125.30,99.80,0.24,0.26,0.47,47.60,57.90,9.00,3.80,0.46,11.20,24.50,0.13,0.67,14.00,81.80,0.14
POR,20,2018-11-25,LAC,L,100,104,104.60,108.70,95.60,0.10,0.39,0.49,54.70,42.90,2.10,7.70,0.47,10.60,30.20,0.08,0.45,3.70,79.20,0.26
POR,21,2018-11-28,ORL,W,115,112,119.70,116.50,96.10,0.38,0.46,0.58,56.00,64.90,8.30,2.00,0.55,10.00,27.70,0.26,0.60,13.80,91.90,0.17
POR,22,2018-11-30,DEN,L,112,113,118.90,119.90,94.20,0.25,0.26,0.59,51.80,42.20,7.40,10.50,0.56,12.90,30.00,0.19,0.54,10.10,71.10,0.22
POR,23,2018-12-02,SAS,L,118,131,119.70,132.90,98.60,0.19,0.34,0.63,50.70,55.60,6.10,7.40,0.59,15.40,23.70,0.19,0.67,11.50,83.90,0.24
POR,24,2018-12-04,DAL,L,102,111,102.50,111.60,99.50,0.27,0.29,0.54,49.00,52.60,7.00,10.30,0.49,16.10,23.90,0.23,0.49,11.20,71.20,0.27
POR,25,2018-12-06,PHO,W,108,86,108.60,86.40,99.50,0.32,0.32,0.56,57.70,58.50,10.10,9.40,0.54,14.90,30.20,0.20,0.41,14.10,79.60,0.12
POR,26,2018-12-08,MIN,W,113,105,113.20,105.20,99.80,0.36,0.40,0.59,57.00,59.00,10.00,12.00,0.53,16.50,31.80,0.30,0.48,10.60,79.60,0.20
POR,27,2018-12-11,HOU,L,104,111,113.30,121.00,91.80,0.24,0.29,0.54,51.20,52.60,1.10,7.10,0.49,12.70,30.20,0.21,0.55,6.70,72.10,0.21
POR,28,2018-12-12,MEM,L,83,92,84.50,93.70,98.20,0.18,0.25,0.44,46.30,46.90,11.20,15.50,0.40,13.00,8.70,0.15,0.46,11.50,81.60,0.20
POR,29,2018-12-14,TOR,W,128,122,133.30,127.10,96.00,0.22,0.29,0.62,50.70,60.40,10.40,8.50,0.58,7.20,27.90,0.20,0.67,15.50,81.30,0.23
POR,30,2018-12-17,LAC,W,131,127,130.50,126.50,100.40,0.36,0.23,0.66,47.10,55.30,5.00,7.10,0.60,9.90,17.10,0.31,0.57,9.10,77.10,0.40
POR,31,2018-12-19,MEM,W,99,92,111.80,103.90,88.60,0.27,0.35,0.59,54.40,45.70,10.20,7.80,0.54,20.00,32.40,0.24,0.48,13.90,73.80,0.22
POR,32,2018-12-21,UTA,L,90,120,93.10,124.20,96.60,0.21,0.37,0.47,50.00,48.60,8.30,11.10,0.46,12.90,26.50,0.12,0.65,14.00,82.90,0.12
POR,33,2018-12-23,DAL,W,121,118,107.60,104.90,101.80,0.16,0.36,0.54,52.00,59.20,4.40,8.70,0.52,7.50,14.60,0.12,0.48,7.20,85.20,0.19
POR,34,2018-12-25,UTA,L,96,117,96.40,117.50,99.60,0.29,0.26,0.48,46.20,57.10,7.00,5.60,0.44,10.70,21.60,0.19,0.63,15.40,77.50,0.14
POR,35,2018-12-27,GSW,W,110,109,97.70,96.90,101.90,0.22,0.38,0.48,47.80,52.60,6.20,6.50,0.42,10.80,19.60,0.20,0.49,11.80,75.40,0.06
POR,36,2018-12-29,GSW,L,105,115,106.10,116.20,98.90,0.24,0.34,0.52,52.30,46.20,6.10,7.30,0.48,11.40,22.90,0.20,0.57,11.50,87.50,0.29
POR,37,2018-12-30,PHI,W,129,95,120.30,88.60,107.30,0.30,0.27,0.69,62.10,57.10,1.90,3.80,0.66,18.30,20.60,0.23,0.40,9.30,85.20,0.20
POR,38,2019-01-01,SAC,W,113,108,100.90,96.50,101.40,0.33,0.36,0.55,51.40,56.40,9.80,12.20,0.48,14.90,20.40,0.29,0.43,9.80,76.70,0.08
POR,39,2019-01-04,OKC,L,109,111,106.80,108.80,102.10,0.22,0.33,0.52,50.50,73.20,5.90,7.20,0.48,10.30,22.40,0.19,0.47,8.70,78.00,0.24
POR,40,2019-01-05,HOU,W,110,101,122.20,112.20,90.00,0.21,0.30,0.54,54.00,62.80,7.80,4.30,0.51,8.10,36.20,0.16,0.54,11.80,75.00,0.12
POR,41,2019-01-07,NYK,W,111,101,114.50,104.20,96.90,0.34,0.36,0.57,51.50,62.50,7.20,7.60,0.54,12.50,26.10,0.23,0.44,9.80,73.60,0.25
GSW,1,2018-10-16,OKC,W,108,100,105.60,97.70,102.30,0.19,0.27,0.53,56.30,66.70,6.80,13.00,0.48,16.90,37.00,0.18,0.42,11.50,71.90,0.26
GSW,2,2018-10-19,UTA,W,124,123,120.30,119.40,103.10,0.21,0.22,0.65,53.10,55.10,9.70,14.00,0.62,14.40,22.20,0.18,0.56,13.60,77.80,0.27
GSW,3,2018-10-21,DEN,L,98,100,100.30,102.40,97.70,0.30,0.37,0.55,46.00,61.10,4.10,11.10,0.50,16.70,15.00,0.24,0.44,7.10,72.30,0.28
GSW,4,2018-10-22,PHO,W,123,103,119.90,100.40,102.60,0.29,0.42,0.62,47.10,77.80,11.70,7.70,0.59,12.30,17.50,0.22,0.51,18.30,73.30,0.19
GSW,5,2018-10-24,WAS,W,144,122,134.90,114.30,106.70,0.27,0.36,0.70,58.50,69.80,5.60,9.80,0.66,12.70,27.00,0.25,0.52,10.20,84.40,0.28
GSW,6,2018-10-26,NYK,W,128,100,128.40,100.30,99.70,0.14,0.38,0.69,49.40,51.00,10.00,11.80,0.68,13.20,17.10,0.12,0.51,16.60,75.00,0.10
GSW,7,2018-10-28,BRK,W,120,114,120.30,114.30,99.70,0.27,0.37,0.60,56.00,63.60,11.00,15.60,0.56,10.80,27.30,0.24,0.60,13.80,87.50,0.12
GSW,8,2018-10-29,CHI,W,149,124,142.50,118.60,104.60,0.27,0.47,0.69,52.70,64.20,8.60,11.90,0.68,6.10,20.00,0.20,0.55,7.60,77.40,0.22
GSW,9,2018-10-31,NOP,W,131,121,125.00,115.50,104.80,0.34,0.36,0.64,52.30,83.00,9.50,7.00,0.62,14.30,28.60,0.24,0.54,12.60,73.90,0.23
GSW,10,2018-11-02,MIN,W,116,99,115.10,98.30,100.80,0.25,0.39,0.59,61.00,72.10,3.00,16.10,0.56,14.10,27.90,0.19,0.44,4.50,86.00,0.10
GSW,11,2018-11-05,MEM,W,117,101,123.20,106.30,95.00,0.28,0.30,0.64,60.50,70.70,4.20,7.10,0.59,12.50,23.50,0.27,0.51,9.80,90.50,0.19
GSW,12,2018-11-08,MIL,L,111,134,104.50,126.20,106.20,0.25,0.32,0.57,45.20,73.80,4.70,9.10,0.54,15.70,19.50,0.20,0.56,9.60,69.80,0.21
GSW,13,2018-11-10,BRK,W,116,100,125.60,108.30,92.30,0.25,0.19,0.63,46.80,58.70,9.70,13.20,0.60,9.80,17.10,0.20,0.51,13.50,71.40,0.27
GSW,14,2018-11-12,LAC,L,116,121,104.80,109.30,100.30,0.24,0.33,0.56,48.40,61.40,6.30,11.30,0.53,14.00,20.40,0.17,0.50,12.40,85.40,0.33
GSW,15,2018-11-13,ATL,W,110,103,113.60,106.40,96.80,0.23,0.30,0.55,53.30,71.80,8.30,10.50,0.49,11.50,28.90,0.22,0.52,12.80,77.80,0.12
GSW,16,2018-11-15,HOU,L,86,107,100.10,124.60,85.90,0.29,0.24,0.50,51.80,56.30,2.30,12.50,0.45,15.70,30.80,0.24,0.49,4.80,69.60,0.24
GSW,17,2018-11-17,DAL,L,109,112,109.10,112.10,99.90,0.18,0.35,0.54,50.50,57.10,6.00,11.50,0.49,10.60,24.00,0.17,0.52,9.00,81.40,0.26
GSW,18,2018-11-18,SAS,L,92,104,96.90,109.60,94.90,0.24,0.30,0.48,48.90,57.10,6.30,5.90,0.44,10.40,21.30,0.20,0.50,9.10,76.60,0.13
GSW,19,2018-11-21,OKC,L,95,123,92.90,120.30,102.30,0.29,0.35,0.51,40.80,66.70,6.80,14.10,0.48,15.40,14.00,0.19,0.54,8.20,66.00,0.07
GSW,20,2018-11-23,POR,W,125,97,125.30,97.20,99.80,0.19,0.38,0.68,52.40,60.40,11.00,14.50,0.67,14.00,18.20,0.14,0.46,11.20,75.50,0.13
GSW,21,2018-11-24,SAC,W,117,116,115.20,114.20,101.60,0.33,0.39,0.58,53.50,68.30,4.90,8.70,0.52,12.20,26.10,0.28,0.49,6.80,76.40,0.22
GSW,22,2018-11-26,ORL,W,116,110,117.90,111.80,98.40,0.27,0.42,0.62,57.50,51.20,8.10,11.70,0.56,12.90,26.30,0.25,0.52,10.00,85.70,0.18
GSW,23,2018-11-29,TOR,L,128,131,122.40,125.30,94.70,0.19,0.29,0.57,55.40,54.00,5.70,9.60,0.54,11.10,36.20,0.17,0.61,12.20,80.60,0.24
GSW,24,2018-12-01,DET,L,102,111,102.90,111.90,99.20,0.25,0.31,0.54,48.40,59.00,6.10,7.90,0.49,12.90,19.50,0.21,0.50,9.30,72.00,0.13
GSW,25,2018-12-03,ATL,W,128,111,121.30,105.20,105.50,0.27,0.29,0.70,52.70,68.80,9.50,12.50,0.67,17.90,18.80,0.23,0.52,15.20,78.60,0.20
